文本内容,识别结果,风险原因
27241,拒绝,政治:政治;政治:政治;政府:政治;回族:政治;回族:政治;回族:政治
27242,通过,NA
27243,拒绝,政治:政治;十九大:政治;习近平:政治;中国特色:政治;社会主义:政治;政治:政治;习近平:政治;党中央:政治;政治:政治
27244,拒绝,政府:政治
27245,拒绝,教育部:政治;政府:政治
27246,拒绝,性:色情
27247,通过,NA
27248,通过,NA
27249,通过,NA
27250,拒绝,枪支:暴恐违禁;毒品:暴恐违禁
27251,拒绝,政治:政治
27252,拒绝,支蜡:政治
27253,通过,NA
27254,通过,NA
27255,通过,NA
27256,通过,NA
27257,拒绝,政府:政治
27258,通过,NA
27259,通过,NA
27260,通过,NA
27261,拒绝,政府:政治;政府:政治;政府:政治;政府:政治
27262,通过,NA
27263,拒绝,政治:政治
27264,通过,NA
27265,拒绝,政府:政治
27266,拒绝,杀医:政治;秘书长:政治;舆论:政治
27267,通过,NA
27268,拒绝,一带一路:政治;政府:政治
27269,通过,NA
27270,通过,NA
27271,拒绝,地下教会:政治
27272,通过,NA
27273,拒绝,藏民:政治;后入:色情;后入:色情
27274,拒绝,中国特色:政治
27275,拒绝,政治:政治;政治:政治
27276,拒绝,反腐:政治;反腐:政治;党员:政治;政治:政治;党员素质:政治;党员素质:政治;政治:政治;民主评议:政治;党员:政治;党员:政治;党员:政治
27277,通过,NA
27278,通过,NA
27279,拒绝,政府:政治;政府:政治
27280,通过,NA
27281,通过,NA
27282,拒绝,政府:政治
27283,通过,NA
27284,通过,NA
27285,通过,NA
27286,拒绝,政府:政治;政府:政治
27287,拒绝,中办发:政治;国办发:政治;国办发:政治;国务院:政治
27288,通过,NA
27289,拒绝,古兰经:政治
27290,通过,NA
27291,拒绝,毒品:暴恐违禁;毒品:暴恐违禁;毒品:暴恐违禁;毒品:暴恐违禁;毒品:暴恐违禁;毒品:暴恐违禁;毒品:暴恐违禁;毒品:暴恐违禁;毒品:暴恐违禁;性:色情;毒品:暴恐违禁;中共:政治
27292,拒绝,政府:政治
27293,拒绝,香港特别行政区政府:政治
27294,通过,NA
27295,通过,NA
27296,通过,NA
27297,拒绝,政府:政治
27298,拒绝,康生:政治
27299,拒绝,中华人民共和国:政治;上海市公安局:政治
27300,拒绝,习仲勋:政治
27301,通过,NA
27302,拒绝,法院:政治;维权:政治
27303,拒绝,中国共产党:政治
27304,拒绝,中央军事委员会:政治;主席:政治
27305,拒绝,中华人民共和国:政治
27306,拒绝,武警:暴恐违禁;警官证:暴恐违禁;民航局:政治
27307,拒绝,十九大:政治;十九大:政治;社会主义:政治;中国特色:政治;社会主义:政治
27308,通过,NA
27309,通过,NA
27310,拒绝,毛泽东:政治
27311,通过,NA
27312,通过,NA
27313,拒绝,党员干部:政治;政治:政治;共产党员:政治;政治素质:政治;社会主义:政治
27314,拒绝,政府:政治
27315,拒绝,中国政府:政治;政治形势:政治;政治:政治;地缘政治:政治;政府:政治
27316,拒绝,政治:政治;政治局势:政治;政治:政治;政治:政治
27317,拒绝,腐败:政治;政府:政治;领导干部:政治;政治:政治
27318,拒绝,区委书记:政治;区委书记:政治;区委书记:政治;统战:政治;统战:政治
27319,拒绝,统计局:政治;政府:政治;政府:政治;国家统计局:政治;政府:政治;政府:政治
27320,拒绝,政治:政治;政治:政治;社会主义:政治;社会主义:政治;民主:政治
27321,通过,NA
27322,拒绝,维权:政治;法院:政治
27323,拒绝,习近平:政治;总书记:政治;国务院:政治
27324,通过,NA
27325,通过,NA
27326,拒绝,书记:政治;高潮:色情
27327,拒绝,二十大:政治;二十大:政治;二十大:政治;二十大:政治;二十大:政治;二十大:政治;二十大:政治;二十大:政治;二十大:政治;二十大:政治;二十大:政治;政治:政治
27328,拒绝,中国特色:政治;中国国情:政治
27329,拒绝,市政府:政治;法论:政治
27330,拒绝,政府:政治;政府:政治
27331,拒绝,当地政府:政治;政府:政治;康生:政治
27332,通过,NA
27333,拒绝,书记:政治
27334,通过,NA
27335,通过,NA
27336,通过,NA
27337,通过,NA
27338,通过,NA
27339,通过,NA
27340,拒绝,政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;社会主义:政治;政治:政治;政治:政治;政治:政治;政治:政治;当地政府:政治;政治:政治;政治:政治;政治:政治;政治:政治
27341,通过,NA
27342,拒绝,政府:政治
27343,通过,NA
27344,拒绝,中国特色:政治;社会主义:政治;中共党史:政治;毛泽东思想:政治;邓小平理论:政治;三个代表:政治;科学发展观:政治;共产党员:政治;共产党员:政治;共产党员:政治;共产党员:政治
27345,通过,NA
27346,拒绝,政府:政治
27347,通过,NA
27348,拒绝,书记:政治
27349,通过,NA
27350,通过,NA
27351,拒绝,政府:政治;政府:政治;政府:政治;政府:政治;政府:政治;政府:政治;政府:政治;政府:政治;政府:政治;政府:政治
27352,拒绝,中华人民共和国:政治;人民法院:政治
27353,拒绝,文化大革命:政治
27354,通过,NA
27355,拒绝,春药:色情
27356,通过,NA
27357,通过,NA
27358,拒绝,插入:色情;插入:色情
27359,拒绝,政治:政治
27360,通过,NA
27361,拒绝,中华人民共和国:政治;中华人民共和国:政治;中华人民共和国:政治;中华人民共和国:政治
27362,通过,NA
27363,拒绝,中华人民共和国:政治;最高法院:政治;中华人民共和国:政治;高级人民法院:政治;法院:政治;高级人民法院:政治
27364,通过,NA
27365,通过,NA
27366,拒绝,政府:政治;政府:政治
27367,拒绝,政协:政治;副主席:政治;中共:政治;领导人:政治;政治:政治
27368,通过,NA
27369,通过,NA
27370,通过,NA
27371,拒绝,政府:政治
27372,通过,NA
27373,通过,NA
27374,通过,NA
27375,通过,NA
27376,通过,NA
27377,通过,NA
27378,通过,NA
27379,拒绝,监管局:政治;监管局:政治
27380,拒绝,法院:政治
27381,拒绝,法院:政治
27382,拒绝,法院:政治
27383,通过,NA
27384,拒绝,政府:政治
27385,拒绝,政治:政治;镇压:政治;白莲教:政治;重大事件:政治
27386,拒绝,性医:色情
27387,通过,NA
27388,拒绝,地方政府:政治
27389,通过,NA
27390,拒绝,中办发:政治;国办发:政治;国办发:政治;国务院办公厅:政治;国办发:政治;网信办:政治
27391,拒绝,政府:政治
27392,拒绝,中国共产党:政治;中国共产党:政治;中国共产党:政治;中国共产党:政治
27393,拒绝,书记:政治;政府:政治
27394,通过,NA
27395,通过,NA
27396,拒绝,政府:政治;政府:政治;政府:政治
27397,拒绝,政府:政治;政府:政治;政府:政治
27398,拒绝,政府:政治
27399,通过,NA
27400,拒绝,政府:政治;国家统计局:政治
27401,通过,NA
27402,拒绝,中组部:政治;领导干部:政治;中组部:政治;领导干部:政治;国务院:政治
27403,通过,NA
27404,通过,NA
27405,拒绝,香港特别行政区政府:政治
27406,拒绝,当地政府:政治
27407,拒绝,中国共产党:政治;政治:政治;中国共产党:政治;中共:政治;中国共产党:政治;中国共产党:政治;共产党人:政治;习党:政治;习党:政治;习党:政治
27408,通过,NA
27409,通过,NA
27410,通过,NA
27411,拒绝,政府:政治
27412,通过,NA
27413,通过,NA
27414,拒绝,政府:政治
27415,通过,NA
27416,通过,NA
27417,通过,NA
27418,通过,NA
27419,拒绝,社会主义:政治;共产主义:政治;共产主义:政治;政治:政治;共产主义:政治;社会主义:政治
27420,拒绝,党员:政治;中共:政治
27421,拒绝,中国共产党:政治;社会主义:政治;党员:政治;共产党员:政治
27422,拒绝,政府:政治
27423,拒绝,政府:政治
27424,拒绝,中国政府:政治;中国政府:政治;国家知识产权局:政治;政府:政治
27425,拒绝,政府:政治
27426,拒绝,政府:政治
27427,通过,NA
27428,拒绝,民主:政治;民主决策:政治;民主决策:政治;政府:政治;民主:政治
27429,通过,NA
27430,拒绝,维权:政治
27431,拒绝,黄片:色情
27432,通过,NA
27433,通过,NA
27434,拒绝,民主:政治
27435,通过,NA
27436,通过,NA
27437,拒绝,习总书记:政治
27438,拒绝,g产:政治;中国政府:政治;g产:政治;g产:政治;中国政府:政治;政府:政治;政府:政治
27439,通过,NA
27440,通过,NA
27441,拒绝,杀医:政治;秘书长:政治
27442,拒绝,国家邮政局:政治
27443,拒绝,政府:政治;政府:政治
27444,拒绝,民意:政治;政府:政治
27445,通过,NA
27446,拒绝,政府:政治;政府:政治;政府:政治;法院:政治
27447,拒绝,地缘政治:政治;民族分裂:政治
27448,拒绝,中国人民解放军:政治
27449,通过,NA
27450,拒绝,社会主义:政治;社会主义:政治;中国特色:政治;社会主义:政治;政治:政治;社会主义:政治
27451,通过,NA
27452,拒绝,中国政府:政治;政府:政治
27453,拒绝,新党员:政治;中国共产党:政治;党员:政治;党员:政治;共产党员:政治;习共:政治
27454,通过,NA
27455,通过,NA
27456,通过,NA
27457,通过,NA
27458,拒绝,政治家:政治;政治:政治;政治:政治;政治:政治;政治:政治
27459,拒绝,当地政府:政治;性色:色情
27460,拒绝,政府:政治;民主:政治
27461,拒绝,政治:政治;政府:政治
27462,拒绝,政府:政治;政府:政治;政府:政治
27463,通过,NA
27464,拒绝,社会主义:政治
27465,拒绝,领导干部:政治;领导干部:政治;政治素质:政治;政治立场:政治;政治觉悟:政治;民意:政治;领导干部:政治;政治素质:政治;领导干部:政治
27466,拒绝,维权:政治
27467,拒绝,政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;社会主义:政治;政治:政治;政治:政治;政治:政治;政治:政治
27468,通过,NA
27469,拒绝,政治:政治;腐败:政治
27470,拒绝,政府:政治;性:色情
27471,拒绝,中华人民共和国香港特别行政区:政治;证监会:政治;证监会:政治
27472,通过,NA
27473,拒绝,学运:政治
27474,拒绝,诺贝尔和平奖:政治;穆罕默德:政治;诺贝尔和平奖:政治
27475,通过,NA
27476,拒绝,国家主席:政治;胡锦涛:政治;国家主席:政治;习近平:政治
27477,拒绝,地下教会:政治
27478,拒绝,亚情:色情
27479,拒绝,真相:政治;真相:政治
27480,通过,NA
27481,拒绝,广东省公安厅:政治;政府:政治;政府:政治;政府:政治;中华人民共和国:政治;政府:政治
27482,拒绝,政府:政治
27483,通过,NA
27484,通过,NA
27485,通过,NA
27486,通过,NA
27487,通过,NA
27488,拒绝,中国特色:政治;社会主义:政治;党员:政治;中国特色:政治;社会主义:政治;重大事件:政治;共产主义:政治;中国特色:政治;社会主义:政治;重大事件:政治;中国特色:政治;社会主义:政治;党员:政治;党员:政治;党员:政治;政治:政治;党员:政治
27489,通过,NA
27490,通过,NA
27491,拒绝,政府:政治;政府:政治;政府:政治;交警:暴恐违禁;政府:政治
27492,拒绝,警察:暴恐违禁
27493,拒绝,政府:政治
27494,拒绝,政治:政治;中国特色:政治;社会主义:政治;政治:政治;政治:政治;中国特色:政治;社会主义:政治;政治:政治;中国特色:政治;社会主义:政治;政治:政治;政治:政治;政治:政治;中国特色:政治;社会主义:政治;政治素质:政治;习平:政治
27495,拒绝,中华人民共和国:政治
27496,通过,NA
27497,拒绝,习近平:政治;中国特色:政治;社会主义:政治;习近平:政治;总书记:政治
27498,拒绝,政府:政治
27499,通过,NA
27500,通过,NA
27501,拒绝,政府:政治
27502,通过,NA
27503,拒绝,中央政府:政治;地方政府:政治
27504,通过,NA
27505,拒绝,性:色情;政治:政治
27506,拒绝,政府:政治;政府:政治
27507,拒绝,政府:政治;政府:政治;政府:政治
27508,通过,NA
27509,通过,NA
27510,拒绝,法论:政治
27511,拒绝,政府:政治;政府:政治
27512,通过,NA
27513,拒绝,当地政府:政治
27514,通过,NA
27515,通过,NA
27516,通过,NA
27517,拒绝,党员干部:政治;政治:政治;领导干部:政治;党员干部:政治;党员干部:政治;广大党员:政治;广大党员:政治;政治:政治;反腐:政治;贪污:政治;腐败:政治;反腐:政治;反腐:政治;腐败:政治;反腐:政治;反腐:政治
27518,拒绝,政府:政治;国务院:政治
27519,通过,NA
27520,拒绝,vpn:暴恐违禁
27521,拒绝,islam:政治
27522,拒绝,党员:政治;政治素质:政治;共产主义:政治;中国特色:政治;社会主义:政治;党员:政治;重大事件:政治;中国特色:政治;社会主义:政治;重大事件:政治;中国特色:政治;社会主义:政治;党员:政治;党员:政治;党员:政治;政治:政治;党员:政治
27523,通过,NA
27524,通过,NA
27525,拒绝,政治:政治;政治:政治;政府:政治;政府:政治;政府:政治;政治:政治;政府:政治
27526,拒绝,国务院:政治;政府:政治;中国政府:政治
27527,通过,NA
27528,拒绝,政府:政治;政府:政治;中国政府:政治;中央人民政府:政治;人民政府:政治;信访局:政治;法制办:政治
27529,通过,NA
27530,拒绝,腐败:政治;腐败:政治
27531,拒绝,总书记:政治
27532,拒绝,大比:谩骂
27533,通过,NA
27534,拒绝,政府:政治
27535,拒绝,政府:政治;地方政府:政治
27536,拒绝,中出:色情
27537,通过,NA
27538,通过,NA
27539,拒绝,政治:政治
27540,通过,NA
27541,拒绝,抢劫:暴恐违禁;政治:政治;政治:政治;暴力事件:政治;政治:政治
27542,拒绝,特警:政治;杀死:暴恐违禁
27543,通过,NA
27544,拒绝,政府:政治
27545,拒绝,政府:政治;政府:政治;政府:政治
27546,拒绝,毒品:暴恐违禁;毒品:暴恐违禁;毒品:暴恐违禁;毒品:暴恐违禁;毒品:暴恐违禁;毒品:暴恐违禁;毒品:暴恐违禁;政府:政治;毒品:暴恐违禁
27547,通过,NA
27548,拒绝,政府:政治
27549,拒绝,联邦政府:政治;政府:政治
27550,通过,NA
27551,通过,NA
27552,拒绝,当地政府:政治;县政府:政治;政府:政治
27553,通过,NA
27554,拒绝,民主测评:政治;民主评议:政治;党员:政治;领导干部:政治;民主测评:政治;民主测评:政治;民主测评:政治;民主测评:政治
27555,通过,NA
27556,拒绝,领导干部:政治;领导干部:政治;领导干部:政治;领导干部:政治
27557,拒绝,性:色情;政府:政治;地方政府:政治;性:色情
27558,拒绝,书记:政治;党员队伍:政治;党员队伍:政治;党员:政治;党员:政治;党员:政治;党员:政治;政治素质:政治;党员:政治
27559,拒绝,政府:政治
27560,拒绝,党员:政治;党员:政治;党员:政治;中国特色:政治;社会主义:政治;党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;中国特色:政治;社会主义:政治;腐败:政治
27561,拒绝,中华人民共和国:政治;性:色情;政治性:政治
27562,拒绝,反腐:政治
27563,拒绝,法院:政治;法院:政治;法院:政治;法院:政治;法院:政治;法院:政治;法院:政治;法院:政治
27564,通过,NA
27565,拒绝,政府:政治;政府:政治
27566,通过,NA
27567,通过,NA
27568,通过,NA
27569,拒绝,政府:政治;人权:政治;政府:政治;政府:政治;人权:政治;人权:政治;人权:政治
27570,拒绝,书记:政治
27571,通过,NA
27572,拒绝,党员干部:政治;政治:政治;书记:政治;书记:政治;书记:政治;书记:政治;书记:政治;书记:政治;书记:政治;书记:政治
27573,拒绝,中国政府:政治;政府:政治
27574,通过,NA
27575,通过,NA
27576,通过,NA
27577,通过,NA
27578,通过,NA
27579,拒绝,自杀:不良价值观;解放军:政治
27580,拒绝,国务院:政治;政府:政治;中组部:政治;教育部:政治
27581,拒绝,中华人民共和国:政治;中华人民共和国:政治
27582,通过,NA
27583,拒绝,政治:政治;政治:政治;政府:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治
27584,通过,NA
27585,通过,NA
27586,拒绝,性:色情;大比:谩骂
27587,通过,NA
27588,通过,NA
27589,拒绝,地方政府:政治;地方政府:政治;射进:色情
27590,拒绝,月经:色情
27591,通过,NA
27592,通过,NA
27593,拒绝,政治:政治
27594,通过,NA
27595,通过,NA
27596,拒绝,党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;党员:政治
27597,通过,NA
27598,拒绝,自杀:不良价值观
27599,拒绝,中国国情:政治
27600,通过,NA
27601,拒绝,中国国情:政治;中国特色:政治;社会主义:政治;中国特色:政治
27602,拒绝,政府:政治;政治:政治
27603,拒绝,子弹:暴恐违禁;子弹:暴恐违禁
27604,拒绝,政府:政治
27605,拒绝,政府:政治;政府:政治
27606,拒绝,子弹:暴恐违禁;子弹:暴恐违禁;子弹:暴恐违禁
27607,拒绝,人权:政治
27608,通过,NA
27609,通过,NA
27610,拒绝,政府:政治
27611,拒绝,政治:政治;习近平:政治;中国特色:政治;社会主义:政治
27612,拒绝,政府:政治;g产:政治
27613,拒绝,中华人民共和国:政治;政府:政治
27614,通过,NA
27615,通过,NA
27616,通过,NA
27617,通过,NA
27618,拒绝,炸弹:暴恐违禁
27619,通过,NA
27620,通过,NA
27621,通过,NA
27622,拒绝,腐败:政治
27623,通过,NA
27624,拒绝,政府:政治
27625,通过,NA
27626,通过,NA
27627,通过,NA
27628,拒绝,中华人民共和国:政治;性:色情;政治性:政治
27629,拒绝,党员个人:政治
27630,通过,NA
27631,通过,NA
27632,通过,NA
27633,拒绝,政府:政治;被日:色情
27634,拒绝,艾滋病:色情;艾滋病:色情;艾滋病:色情
27635,拒绝,政治:政治;政治:政治
27636,通过,NA
27637,拒绝,政府:政治;政府:政治;政府:政治;政府:政治;政府:政治;政府:政治
27638,通过,NA
27639,通过,NA
27640,通过,NA
27641,拒绝,监管局:政治;政府:政治
27642,拒绝,共产党:政治;政治:政治;政治:政治
27643,拒绝,政府:政治;性学:色情
27644,拒绝,国办发:政治
27645,通过,NA
27646,拒绝,政治:政治
27647,通过,NA
27648,拒绝,香港特别行政区政府:政治
27649,拒绝,中华人民共和国:政治;性:色情;政治性:政治
27650,拒绝,政府:政治;性:色情;卫生部:政治
27651,拒绝,中国梦:政治
27652,通过,NA
27653,通过,NA
27654,通过,NA
27655,拒绝,中华人民共和国:政治;中华人民共和国:政治;政府:政治
27656,拒绝,政府:政治;尼马:谩骂
27657,通过,NA
27658,拒绝,党委书记:政治;油行:政治
27659,拒绝,中华人民共和国:政治;中华人民共和国:政治;公务员:政治;国务院:政治;公务员:政治;公务员:政治;公务员:政治;公务员:政治;公务员:政治
27660,通过,NA
27661,拒绝,滚蛋:谩骂;陪睡:色情;舔:色情
27662,拒绝,政治:政治
27663,通过,NA
27664,拒绝,地方政府:政治
27665,通过,NA
27666,拒绝,政府:政治;政府:政治;政府:政治
27667,拒绝,政府:政治;政府:政治;政府:政治;政府:政治;政府:政治
27668,拒绝,中国特色:政治;民主:政治;社会主义:政治;中国特色:政治;中出:色情
27669,拒绝,政府:政治
27670,拒绝,习近平:政治;中国特色:政治;社会主义:政治;法论:政治
27671,拒绝,政协:政治
27672,拒绝,周恩来:政治
27673,通过,NA
27674,通过,NA
27675,拒绝,政府:政治
27676,拒绝,政府:政治;政府:政治
27677,通过,NA
27678,拒绝,中国共产党:政治
27679,通过,NA
27680,通过,NA
27681,通过,NA
27682,拒绝,中国梦:政治;社会主义:政治
27683,拒绝,色图:色情
27684,拒绝,毛泽东:政治
27685,通过,NA
27686,拒绝,党员干部:政治
27687,拒绝,集会:政治
27688,通过,NA
27689,拒绝,领导人:政治;政府:政治;政府:政治
27690,通过,NA
27691,拒绝,政府:政治;政府:政治;领导人:政治;性:色情;政治:政治
27692,拒绝,政府:政治;政府:政治
27693,通过,NA
27694,通过,NA
27695,拒绝,习近平:政治;总书记:政治
27696,拒绝,一带一路:政治;一带一路:政治;一带一路:政治
27697,拒绝,政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治宣传:政治;政治宣传:政治;政治:政治;政治宣传:政治;政治:政治;政治:政治;政治宣传:政治;民主:政治;民主:政治;民主:政治;民主:政治;民主评议:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;民主:政治
27698,拒绝,学生党员:政治;党员:政治;学生党员:政治;党员:政治;学生党员:政治;政治:政治;学生党员:政治;书记:政治;学生党员:政治;书记:政治;书记:政治;书记:政治
27699,拒绝,中华人民共和国:政治;人民法院:政治
27700,通过,NA
27701,通过,NA
27702,拒绝,性爱:色情;中出:色情;中出:色情;中出:色情
27703,通过,NA
27704,拒绝,中华人民共和国:政治;书记:政治;公务员:政治
27705,拒绝,共产主义:政治
27706,拒绝,共产党:政治
27707,通过,NA
27708,拒绝,法院:政治;法院:政治;法院:政治;法院:政治;法院:政治;法院:政治;法院:政治;法院:政治;法院:政治;法院:政治;法院:政治;法院:政治;法院:政治;法院:政治;法院:政治;法院:政治;法院:政治
27709,通过,NA
27710,拒绝,贪污:政治;中出:色情;腐败:政治
27711,拒绝,政府:政治
27712,拒绝,政府:政治;康生:政治
27713,拒绝,教育部:政治
27714,拒绝,政治:政治
27715,通过,NA
27716,通过,NA
27717,通过,NA
27718,拒绝,中国特色:政治;中国国情:政治
27719,通过,NA
27720,拒绝,islam:政治
27721,通过,NA
27722,拒绝,民主:政治;政治:政治
27723,拒绝,毛泽东:政治;重大事件:政治
27724,拒绝,领导干部:政治;反腐:政治
27725,通过,NA
27726,拒绝,中华人民共和国:政治;公务员:政治;公务员:政治;公务员:政治;公务员:政治
27727,通过,NA
27728,通过,NA
27729,通过,NA
27730,拒绝,政府:政治;政府:政治;政府:政治;政府:政治;维权:政治;政府:政治;政府:政治
27731,拒绝,国家知识产权局:政治;财政部:政治;国家税务总局:政治;国家发展和改革委员会:政治;财政部:政治;教育部:政治;性服务:色情
27732,拒绝,月经:色情
27733,通过,NA
27734,通过,NA
27735,拒绝,社会主义:政治;共产主义:政治;社会主义:政治;社会主义:政治
27736,通过,NA
27737,通过,NA
27738,拒绝,中华人民共和国:政治;中华人民共和国:政治
27739,拒绝,香港特别行政区政府:政治
27740,拒绝,警察:暴恐违禁
27741,通过,NA
27742,通过,NA
27743,拒绝,政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政府:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治
27744,拒绝,党员干部:政治;党员:政治;党员干部:政治;党员干部:政治;党员干部:政治
27745,拒绝,政治:政治
27746,拒绝,政府:政治
27747,拒绝,政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;毛泽东思想:政治;邓小平理论:政治;三个代表:政治;科学发展观:政治;政治:政治;政治:政治;政治:政治
27748,通过,NA
27749,拒绝,广大党员:政治;党员干部:政治;一带一路:政治
27750,拒绝,地方政府:政治
27751,通过,NA
27752,拒绝,广州市政府:政治;交警:暴恐违禁
27753,通过,NA
27754,拒绝,政府:政治
27755,拒绝,子宫:色情;当地政府:政治
27756,通过,NA
27757,拒绝,政府:政治
27758,拒绝,公安机关:政治;公安机关:政治
27759,拒绝,党和政府:政治
27760,通过,NA
27761,拒绝,二十大:政治
27762,通过,NA
27763,通过,NA
27764,通过,NA
27765,通过,NA
27766,通过,NA
27767,拒绝,艾滋病:色情;艾滋病:色情;艾滋病:色情
27768,拒绝,政治:政治;肉体:色情;政治:政治
27769,拒绝,政府:政治
27770,拒绝,公务员:政治;市政府:政治;公务员:政治;政府:政治;政府:政治;政府:政治;公务员:政治;公务员:政治;公务员:政治
27771,拒绝,政治:政治
27772,通过,NA
27773,拒绝,政治:政治
27774,拒绝,政府:政治
27775,拒绝,性具:色情
27776,通过,NA
27777,通过,NA
27778,拒绝,共产党:政治;社会主义:政治;共产主义:政治;政治:政治
27779,拒绝,vpn:暴恐违禁
27780,通过,NA
27781,拒绝,书记:政治
27782,通过,NA
27783,通过,NA
27784,通过,NA
27785,拒绝,政府:政治
27786,拒绝,毛泽东思想:政治;邓小平理论:政治;党员干部:政治;中国特色:政治;社会主义:政治
27787,拒绝,性:色情;性:色情;性:色情
27788,拒绝,废物:谩骂;废物:谩骂
27789,通过,NA
27790,拒绝,平反:政治
27791,拒绝,政府:政治
27792,拒绝,地缘政治:政治;性:色情
27793,拒绝,维吾尔:政治;维吾尔:政治
27794,拒绝,民主生活会:政治
27795,拒绝,政府:政治;政府:政治;政府:政治;政府:政治;政府:政治
27796,拒绝,党员干部:政治;广大党员:政治;政治:政治;党员:政治;政治:政治;党员:政治;广大党员:政治;政治觉悟:政治;政治:政治;党中央:政治
27797,拒绝,杀人:暴恐违禁
27798,拒绝,政府:政治;文化部:政治
27799,通过,NA
27800,拒绝,政府:政治
27801,拒绝,政府:政治;政府:政治
27802,拒绝,政治:政治;政治:政治
27803,拒绝,政府:政治;政府:政治;政府:政治
27804,拒绝,政府:政治
27805,通过,NA
27806,拒绝,习平:政治
27807,通过,NA
27808,拒绝,共青团:政治;省政府:政治;共青团:政治;共青团:政治;省政府:政治
27809,通过,NA
27810,拒绝,政治头脑:政治
27811,拒绝,中央军事委员会:政治;主席:政治;中央军委:政治;主席:政治
27812,拒绝,警察:暴恐违禁
27813,通过,NA
27814,通过,NA
27815,拒绝,当地政府:政治
27816,拒绝,代写论文:违规广告
27817,通过,NA
27818,拒绝,政府:政治;政府:政治;政府:政治;政府:政治;政府:政治
27819,拒绝,中国政府:政治
27820,拒绝,政府:政治;政府:政治;大比:谩骂
27821,拒绝,台湾|中国:政治
27822,拒绝,中出:色情
27823,通过,NA
27824,拒绝,情人:色情
27825,拒绝,猥亵:色情;性骚扰:色情
27826,拒绝,政府:政治
27827,通过,NA
27828,通过,NA
27829,通过,NA
27830,通过,NA
27831,通过,NA
27832,通过,NA
27833,拒绝,政府:政治
27834,通过,NA
27835,拒绝,中国共产党:政治;中国共产党:政治;民主评议:政治;党员:政治;党员干部:政治;民主评议:政治;党员:政治;形式主义:政治;政治:政治;党员:政治;形式主义:政治;四风:政治;书记:政治
27836,通过,NA
27837,通过,NA
27838,通过,NA
27839,拒绝,中国共产党:政治;中国共产党:政治;党员:政治;中国共产党:政治;中国共产党:政治;党员:政治;党员:政治;政治:政治;共产主义:政治
27840,通过,NA
27841,拒绝,领导人:政治;政府:政治;习大:政治
27842,通过,NA
27843,拒绝,中国政府:政治;政治形势:政治;政治:政治;地缘政治:政治;政府:政治
27844,拒绝,政府:政治;政府:政治;政府:政治;政府:政治;政府:政治;政府:政治
27845,拒绝,政府:政治;政府:政治;政府:政治
27846,通过,NA
27847,拒绝,政府:政治;政府:政治;政府:政治;政府:政治
27848,拒绝,党和政府:政治
27849,拒绝,中出:色情
27850,拒绝,人权:政治
27851,通过,NA
27852,通过,NA
27853,拒绝,政府:政治;政府:政治;政府:政治
27854,拒绝,广州市政府:政治;广州市政府:政治
27855,通过,NA
27856,拒绝,政府:政治
27857,拒绝,政府:政治;政府:政治;政府:政治
27858,拒绝,vpn:暴恐违禁
27859,通过,NA
27860,通过,NA
27861,通过,NA
27862,拒绝,政府:政治;政府:政治
27863,通过,NA
27864,拒绝,政府:政治;政府:政治;政府:政治;政府:政治
27865,通过,NA
27866,拒绝,政府:政治
27867,拒绝,政府:政治;政府:政治;政府:政治;政府:政治;学联:政治
27868,拒绝,中华人民共和国:政治;轻机枪:暴恐违禁;国民党:政治;性:色情
27869,拒绝,废物:谩骂;废物:谩骂;废物:谩骂
27870,拒绝,洗脑:政治;静坐:政治
27871,拒绝,上海市政府:政治;公安部:政治;政府:政治
27872,拒绝,领事馆:政治
27873,通过,NA
27874,通过,NA
27875,拒绝,政府:政治
27876,拒绝,政府:政治;政府:政治
27877,通过,NA
27878,通过,NA
27879,拒绝,一带一路:政治
27880,拒绝,香港特别行政区政府:政治
27881,通过,NA
27882,通过,NA
27883,拒绝,性:色情
27884,通过,NA
27885,拒绝,社会主义:政治
27886,拒绝,习近平:政治;主席:政治;习近平:政治;主席:政治
27887,通过,NA
27888,通过,NA
27889,拒绝,地方政府:政治;地方政府:政治
27890,通过,NA
27891,拒绝,法院:政治
27892,拒绝,政府:政治
27893,拒绝,政治:政治;推翻:政治;荒淫:色情;政改:政治;政改:政治
27894,拒绝,政府:政治;县市政府:政治
27895,拒绝,区政府:政治
27896,拒绝,区政府:政治
27897,拒绝,生化武器:暴恐违禁;生化武器:暴恐违禁;生化武器:暴恐违禁;人权:政治;生化武器:暴恐违禁;生化武器:暴恐违禁;生化武器:暴恐违禁;生化武器:暴恐违禁;恐怖主义:政治
