文本内容,识别结果,风险原因
2571,拒绝,存在政治敏感不合规
2572,通过,NA
2573,拒绝,存在恶意推广不合规
2574,通过,NA
2575,拒绝,疑似存在政治敏感不合规
2576,拒绝,疑似存在政治敏感不合规
2577,通过,NA
2578,通过,NA
2579,拒绝,存在政治敏感不合规
2580,拒绝,存在恶意推广不合规
2581,通过,NA
2582,通过,NA
2583,通过,NA
2584,通过,NA
2585,通过,NA
2586,通过,NA
2587,通过,NA
2588,通过,NA
2589,通过,NA
2590,通过,NA
2591,通过,NA
2592,通过,NA
2593,拒绝,疑似存在政治敏感不合规
2594,通过,NA
2595,通过,NA
2596,通过,NA
2597,拒绝,存在政治敏感不合规
2598,拒绝,疑似存在文本色情不合规
2599,拒绝,存在政治敏感不合规
2600,通过,NA
2601,通过,NA
2602,通过,NA
2603,通过,NA
2604,通过,NA
2605,通过,NA
2606,通过,NA
2607,通过,NA
2608,拒绝,存在政治敏感不合规
2609,通过,NA
2610,通过,NA
2611,通过,NA
2612,通过,NA
2613,通过,NA
2614,通过,NA
2615,通过,NA
2616,通过,NA
2617,通过,NA
2618,通过,NA
2619,通过,NA
2620,通过,NA
2621,拒绝,疑似存在政治敏感不合规
2622,通过,NA
2623,通过,NA
2624,通过,NA
2625,通过,NA
2626,通过,NA
2627,通过,NA
2628,拒绝,疑似存在政治敏感不合规
2629,通过,NA
2630,通过,NA
2631,通过,NA
2632,拒绝,存在文本色情不合规
2633,通过,NA
2634,通过,NA
2635,通过,NA
2636,通过,NA
2637,拒绝,存在政治敏感不合规
2638,拒绝,存在政治敏感不合规
2639,通过,NA
2640,通过,NA
2641,通过,NA
2642,通过,NA
2643,通过,NA
2644,拒绝,存在百度官方默认违禁词库不合规
2645,通过,NA
2646,通过,NA
2647,通过,NA
2648,通过,NA
2649,通过,NA
2650,通过,NA
2651,拒绝,存在政治敏感不合规
2652,拒绝,疑似存在政治敏感不合规
2653,通过,NA
2654,拒绝,存在政治敏感不合规
2655,通过,NA
2656,通过,NA
2657,拒绝,存在政治敏感不合规;存在恶意推广不合规
2658,拒绝,存在文本色情不合规
2659,通过,NA
2660,通过,NA
2661,通过,NA
2662,通过,NA
2663,通过,NA
2664,拒绝,疑似存在政治敏感不合规
2665,通过,NA
2666,通过,NA
2667,通过,NA
2668,通过,NA
2669,通过,NA
2670,拒绝,疑似存在政治敏感不合规
2671,通过,NA
2672,通过,NA
2673,通过,NA
2674,通过,NA
2675,拒绝,存在政治敏感不合规
2676,通过,NA
2677,通过,NA
2678,拒绝,存在政治敏感不合规
2679,通过,NA
2680,通过,NA
2681,通过,NA
2682,通过,NA
2683,通过,NA
2684,通过,NA
2685,通过,NA
2686,通过,NA
2687,拒绝,存在文本色情不合规
2688,通过,NA
2689,通过,NA
2690,通过,NA
2691,通过,NA
2692,通过,NA
2693,通过,NA
2694,拒绝,存在政治敏感不合规
2695,拒绝,存在恶意推广不合规
2696,通过,NA
2697,通过,NA
2698,通过,NA
2699,拒绝,疑似存在政治敏感不合规
2700,拒绝,存在政治敏感不合规
2701,通过,NA
2702,通过,NA
2703,拒绝,存在文本色情不合规
2704,拒绝,存在政治敏感不合规
2705,通过,NA
2706,通过,NA
2707,通过,NA
2708,通过,NA
2709,通过,NA
2710,拒绝,存在政治敏感不合规
2711,通过,NA
2712,通过,NA
2713,通过,NA
2714,拒绝,存在政治敏感不合规
2715,拒绝,存在政治敏感不合规
2716,通过,NA
2717,通过,NA
2718,通过,NA
2719,通过,NA
2720,通过,NA
2721,通过,NA
2722,通过,NA
2723,通过,NA
2724,通过,NA
2725,通过,NA
2726,通过,NA
2727,通过,NA
2728,通过,NA
2729,通过,NA
2730,通过,NA
2731,拒绝,存在恶意推广不合规
2732,通过,NA
2733,通过,NA
2734,通过,NA
2735,通过,NA
2736,拒绝,疑似存在文本色情不合规
2737,拒绝,存在政治敏感不合规
2738,拒绝,疑似存在政治敏感不合规
2739,通过,NA
2740,通过,NA
2741,通过,NA
2742,通过,NA
2743,拒绝,存在政治敏感不合规
2744,通过,NA
2745,通过,NA
2746,通过,NA
2747,通过,NA
2748,通过,NA
2749,通过,NA
2750,通过,NA
2751,通过,NA
2752,通过,NA
2753,拒绝,存在政治敏感不合规
2754,通过,NA
2755,通过,NA
2756,拒绝,存在政治敏感不合规
2757,通过,NA
2758,通过,NA
2759,通过,NA
2760,通过,NA
2761,通过,NA
2762,通过,NA
2763,通过,NA
2764,拒绝,存在政治敏感不合规
2765,通过,NA
2766,通过,NA
2767,通过,NA
2768,通过,NA
2769,通过,NA
2770,拒绝,存在政治敏感不合规
2771,通过,NA
2772,拒绝,存在政治敏感不合规
2773,通过,NA
2774,通过,NA
2775,拒绝,存在政治敏感不合规
2776,通过,NA
2777,拒绝,疑似存在政治敏感不合规
2778,通过,NA
2779,通过,NA
2780,通过,NA
2781,通过,NA
2782,通过,NA
2783,通过,NA
2784,拒绝,存在政治敏感不合规
2785,拒绝,存在政治敏感不合规
2786,通过,NA
2787,通过,NA
2788,通过,NA
2789,通过,NA
2790,通过,NA
2791,通过,NA
2792,通过,NA
2793,通过,NA
2794,拒绝,存在政治敏感不合规
2795,通过,NA
2796,通过,NA
2797,拒绝,疑似存在政治敏感不合规
2798,通过,NA
2799,拒绝,存在政治敏感不合规
2800,通过,NA
2801,拒绝,存在政治敏感不合规
2802,通过,NA
2803,拒绝,存在恶意推广不合规
2804,通过,NA
2805,通过,NA
2806,通过,NA
2807,通过,NA
2808,通过,NA
2809,通过,NA
2810,通过,NA
2811,通过,NA
2812,通过,NA
2813,通过,NA
2814,通过,NA
2815,通过,NA
2816,拒绝,存在政治敏感不合规
2817,拒绝,存在政治敏感不合规
2818,通过,NA
2819,通过,NA
2820,通过,NA
2821,通过,NA
2822,通过,NA
2823,通过,NA
2824,通过,NA
2825,通过,NA
2826,通过,NA
2827,通过,NA
2828,通过,NA
2829,通过,NA
2830,拒绝,疑似存在政治敏感不合规
2831,通过,NA
2832,拒绝,存在政治敏感不合规
2833,通过,NA
2834,通过,NA
2835,通过,NA
2836,通过,NA
2837,通过,NA
2838,通过,NA
2839,通过,NA
2840,通过,NA
2841,通过,NA
2842,通过,NA
2843,拒绝,存在政治敏感不合规
2844,拒绝,存在政治敏感不合规
2845,通过,NA
2846,通过,NA
2847,通过,NA
2848,通过,NA
2849,通过,NA
2850,通过,NA
2851,拒绝,存在政治敏感不合规
2852,通过,NA
2853,通过,NA
2854,通过,NA
2855,通过,NA
2856,拒绝,存在政治敏感不合规
2857,通过,NA
2858,通过,NA
2859,通过,NA
2860,通过,NA
2861,通过,NA
2862,通过,NA
2863,通过,NA
2864,通过,NA
2865,通过,NA
2866,拒绝,存在恶意推广不合规
2867,通过,NA
2868,通过,NA
2869,通过,NA
2870,拒绝,存在政治敏感不合规
2871,通过,NA
2872,通过,NA
2873,通过,NA
2874,拒绝,疑似存在政治敏感不合规
2875,拒绝,疑似存在政治敏感不合规
2876,通过,NA
2877,通过,NA
2878,通过,NA
2879,通过,NA
2880,拒绝,存在政治敏感不合规
2881,通过,NA
2882,通过,NA
2883,拒绝,存在政治敏感不合规
2884,通过,NA
2885,通过,NA
2886,通过,NA
2887,通过,NA
2888,通过,NA
2889,通过,NA
2890,通过,NA
2891,通过,NA
2892,通过,NA
2893,通过,NA
2894,通过,NA
2895,通过,NA
2896,通过,NA
2897,拒绝,疑似存在政治敏感不合规
2898,通过,NA
2899,通过,NA
2900,通过,NA
2901,通过,NA
2902,通过,NA
2903,通过,NA
2904,通过,NA
2905,通过,NA
2906,拒绝,存在政治敏感不合规
2907,通过,NA
2908,通过,NA
2909,通过,NA
2910,通过,NA
2911,通过,NA
2912,拒绝,疑似存在政治敏感不合规
2913,通过,NA
2914,拒绝,存在恶意推广不合规
2915,通过,NA
2916,通过,NA
2917,通过,NA
2918,通过,NA
2919,通过,NA
2920,通过,NA
2921,通过,NA
2922,通过,NA
2923,拒绝,疑似存在政治敏感不合规
2924,拒绝,存在政治敏感不合规
2925,拒绝,存在政治敏感不合规
2926,通过,NA
2927,通过,NA
2928,通过,NA
2929,拒绝,存在政治敏感不合规
2930,通过,NA
2931,通过,NA
2932,通过,NA
2933,通过,NA
2934,拒绝,存在政治敏感不合规
2935,通过,NA
2936,通过,NA
2937,通过,NA
2938,通过,NA
2939,通过,NA
2940,拒绝,存在政治敏感不合规
2941,拒绝,存在政治敏感不合规
2942,通过,NA
2943,通过,NA
2944,通过,NA
2945,拒绝,存在政治敏感不合规
2946,通过,NA
2947,通过,NA
2948,通过,NA
2949,通过,NA
2950,拒绝,疑似存在政治敏感不合规
2951,通过,NA
2952,拒绝,疑似存在政治敏感不合规
2953,通过,NA
2954,通过,NA
2955,通过,NA
2956,通过,NA
2957,通过,NA
2958,通过,NA
2959,通过,NA
2960,通过,NA
2961,拒绝,存在文本色情不合规
2962,通过,NA
2963,通过,NA
2964,通过,NA
2965,拒绝,存在恶意推广不合规
2966,拒绝,存在政治敏感不合规
2967,拒绝,存在政治敏感不合规
2968,通过,NA
2969,拒绝,存在恶意推广不合规
2970,通过,NA
2971,通过,NA
2972,通过,NA
2973,通过,NA
2974,通过,NA
2975,通过,NA
2976,通过,NA
2977,拒绝,存在政治敏感不合规
2978,通过,NA
2979,拒绝,存在政治敏感不合规
2980,通过,NA
2981,拒绝,存在政治敏感不合规
2982,通过,NA
2983,通过,NA
2984,通过,NA
2985,通过,NA
2986,拒绝,疑似存在政治敏感不合规
2987,通过,NA
2988,通过,NA
2989,通过,NA
2990,通过,NA
2991,拒绝,疑似存在政治敏感不合规
2992,通过,NA
2993,拒绝,存在政治敏感不合规
2994,通过,NA
2995,通过,NA
2996,通过,NA
2997,通过,NA
2998,通过,NA
2999,通过,NA
3000,通过,NA
3001,拒绝,存在恶意推广不合规
3002,通过,NA
3003,通过,NA
3004,通过,NA
3005,通过,NA
3006,拒绝,疑似存在政治敏感不合规
3007,通过,NA
3008,通过,NA
3009,通过,NA
3010,通过,NA
3011,通过,NA
3012,通过,NA
3013,通过,NA
3014,拒绝,存在政治敏感不合规
3015,通过,NA
3016,通过,NA
3017,拒绝,疑似存在政治敏感不合规
3018,拒绝,疑似存在政治敏感不合规
3019,拒绝,存在政治敏感不合规
3020,通过,NA
3021,通过,NA
3022,拒绝,存在政治敏感不合规
3023,通过,NA
3024,拒绝,存在政治敏感不合规
3025,拒绝,存在政治敏感不合规
3026,通过,NA
3027,通过,NA
3028,拒绝,疑似存在政治敏感不合规
3029,拒绝,存在政治敏感不合规
3030,拒绝,疑似存在政治敏感不合规
3031,通过,NA
3032,通过,NA
3033,通过,NA
3034,拒绝,疑似存在政治敏感不合规
3035,拒绝,存在政治敏感不合规
3036,拒绝,存在政治敏感不合规
3037,通过,NA
3038,通过,NA
3039,通过,NA
3040,通过,NA
3041,拒绝,存在政治敏感不合规
3042,通过,NA
3043,通过,NA
3044,通过,NA
3045,通过,NA
3046,通过,NA
3047,拒绝,疑似存在政治敏感不合规
3048,通过,NA
3049,通过,NA
3050,拒绝,存在文本色情不合规
3051,通过,NA
3052,通过,NA
3053,通过,NA
3054,拒绝,疑似存在政治敏感不合规
3055,通过,NA
3056,通过,NA
3057,通过,NA
3058,通过,NA
3059,通过,NA
3060,拒绝,存在政治敏感不合规
3061,通过,NA
3062,拒绝,疑似存在政治敏感不合规
3063,通过,NA
3064,通过,NA
3065,通过,NA
3066,拒绝,存在政治敏感不合规
3067,通过,NA
3068,通过,NA
3069,拒绝,疑似存在政治敏感不合规
3070,拒绝,疑似存在政治敏感不合规
3071,通过,NA
3072,通过,NA
3073,通过,NA
3074,通过,NA
3075,通过,NA
3076,通过,NA
3077,通过,NA
3078,通过,NA
3079,通过,NA
3080,通过,NA
3081,通过,NA
3082,通过,NA
3083,通过,NA
3084,通过,NA
3085,拒绝,疑似存在政治敏感不合规
3086,通过,NA
3087,拒绝,存在恶意推广不合规
3088,通过,NA
3089,通过,NA
3090,通过,NA
3091,通过,NA
3092,拒绝,存在政治敏感不合规
3093,通过,NA
3094,通过,NA
3095,通过,NA
3096,通过,NA
3097,通过,NA
3098,通过,NA
3099,通过,NA
3100,拒绝,存在政治敏感不合规
3101,通过,NA
3102,通过,NA
3103,拒绝,疑似存在政治敏感不合规
3104,通过,NA
3105,通过,NA
3106,通过,NA
3107,通过,NA
3108,通过,NA
3109,拒绝,存在政治敏感不合规
3110,通过,NA
3111,通过,NA
3112,通过,NA
3113,通过,NA
3114,通过,NA
3115,通过,NA
3116,通过,NA
3117,通过,NA
3118,通过,NA
3119,拒绝,存在文本色情不合规
3120,通过,NA
3121,通过,NA
3122,通过,NA
3123,通过,NA
3124,通过,NA
3125,通过,NA
3126,通过,NA
3127,通过,NA
3128,拒绝,存在政治敏感不合规
3129,拒绝,存在政治敏感不合规
3130,通过,NA
3131,通过,NA
3132,通过,NA
3133,通过,NA
3134,通过,NA
3135,通过,NA
3136,通过,NA
3137,通过,NA
3138,拒绝,疑似存在文本色情不合规
3139,通过,NA
3140,通过,NA
3141,通过,NA
3142,拒绝,存在政治敏感不合规
3143,通过,NA
3144,通过,NA
3145,拒绝,存在政治敏感不合规
3146,通过,NA
3147,拒绝,存在政治敏感不合规
3148,拒绝,存在政治敏感不合规
3149,通过,NA
3150,拒绝,疑似存在政治敏感不合规
3151,拒绝,存在政治敏感不合规
3152,通过,NA
3153,拒绝,存在百度官方默认违禁词库不合规;存在政治敏感不合规
3154,通过,NA
3155,通过,NA
3156,通过,NA
3157,通过,NA
3158,通过,NA
3159,通过,NA
3160,通过,NA
3161,通过,NA
3162,通过,NA
3163,通过,NA
3164,通过,NA
3165,通过,NA
3166,通过,NA
3167,通过,NA
3168,通过,NA
3169,通过,NA
3170,通过,NA
3171,通过,NA
3172,通过,NA
3173,通过,NA
3174,拒绝,疑似存在政治敏感不合规
3175,通过,NA
3176,通过,NA
3177,通过,NA
3178,通过,NA
3179,通过,NA
3180,通过,NA
3181,拒绝,存在政治敏感不合规
3182,通过,NA
3183,通过,NA
3184,拒绝,存在政治敏感不合规
3185,通过,NA
3186,拒绝,存在政治敏感不合规
3187,通过,NA
3188,通过,NA
3189,通过,NA
3190,通过,NA
3191,通过,NA
3192,通过,NA
3193,通过,NA
3194,拒绝,存在政治敏感不合规
3195,通过,NA
3196,拒绝,存在政治敏感不合规
3197,拒绝,疑似存在政治敏感不合规
3198,通过,NA
3199,通过,NA
3200,通过,NA
3201,通过,NA
3202,通过,NA
3203,拒绝,存在政治敏感不合规
3204,拒绝,存在政治敏感不合规
3205,拒绝,存在政治敏感不合规
3206,通过,NA
3207,通过,NA
3208,通过,NA
3209,通过,NA
3210,通过,NA
3211,通过,NA
3212,通过,NA
3213,通过,NA
3214,通过,NA
3215,通过,NA
3216,通过,NA
3217,通过,NA
3218,拒绝,存在政治敏感不合规
3219,拒绝,疑似存在政治敏感不合规
3220,通过,NA
3221,通过,NA
3222,通过,NA
3223,通过,NA
3224,通过,NA
3225,通过,NA
3226,通过,NA
3227,通过,NA
3228,拒绝,存在恶意推广不合规
3229,通过,NA
3230,通过,NA
3231,通过,NA
3232,通过,NA
3233,通过,NA
3234,通过,NA
3235,通过,NA
3236,拒绝,存在政治敏感不合规
3237,通过,NA
3238,通过,NA
3239,通过,NA
3240,通过,NA
3241,通过,NA
3242,通过,NA
3243,通过,NA
3244,通过,NA
3245,通过,NA
3246,通过,NA
3247,通过,NA
3248,通过,NA
3249,拒绝,存在政治敏感不合规
3250,通过,NA
3251,拒绝,存在政治敏感不合规
3252,通过,NA
3253,通过,NA
3254,通过,NA
3255,通过,NA
3256,通过,NA
3257,拒绝,疑似存在政治敏感不合规
3258,通过,NA
3259,通过,NA
3260,通过,NA
3261,拒绝,存在恶意推广不合规
3262,通过,NA
3263,通过,NA
3264,通过,NA
3265,通过,NA
3266,通过,NA
3267,通过,NA
3268,通过,NA
3269,通过,NA
3270,通过,NA
3271,通过,NA
3272,通过,NA
3273,通过,NA
3274,通过,NA
3275,通过,NA
3276,通过,NA
3277,通过,NA
3278,通过,NA
3279,通过,NA
3280,通过,NA
3281,通过,NA
3282,拒绝,存在政治敏感不合规
3283,通过,NA
3284,通过,NA
3285,拒绝,存在政治敏感不合规
3286,通过,NA
3287,通过,NA
3288,通过,NA
3289,通过,NA
3290,通过,NA
3291,拒绝,存在政治敏感不合规
3292,通过,NA
3293,通过,NA
3294,拒绝,存在政治敏感不合规
3295,通过,NA
3296,拒绝,存在政治敏感不合规
3297,通过,NA
3298,通过,NA
3299,通过,NA
3300,通过,NA
3301,通过,NA
3302,通过,NA
3303,通过,NA
3304,通过,NA
3305,通过,NA
3306,通过,NA
3307,通过,NA
3308,拒绝,存在恶意推广不合规
3309,通过,NA
3310,通过,NA
3311,通过,NA
3312,拒绝,存在政治敏感不合规
3313,通过,NA
3314,通过,NA
3315,通过,NA
3316,通过,NA
3317,通过,NA
3318,拒绝,存在政治敏感不合规
3319,通过,NA
3320,通过,NA
3321,通过,NA
3322,拒绝,存在政治敏感不合规
3323,通过,NA
3324,通过,NA
3325,通过,NA
3326,拒绝,存在政治敏感不合规
3327,拒绝,存在政治敏感不合规
3328,通过,NA
3329,通过,NA
3330,通过,NA
3331,通过,NA
3332,通过,NA
3333,通过,NA
3334,通过,NA
3335,拒绝,存在政治敏感不合规
3336,通过,NA
3337,通过,NA
3338,通过,NA
3339,通过,NA
3340,通过,NA
3341,通过,NA
3342,通过,NA
3343,通过,NA
3344,通过,NA
3345,通过,NA
3346,通过,NA
3347,通过,NA
3348,通过,NA
3349,通过,NA
3350,拒绝,存在政治敏感不合规
3351,通过,NA
3352,通过,NA
3353,通过,NA
3354,通过,NA
3355,通过,NA
3356,通过,NA
3357,通过,NA
3358,通过,NA
3359,通过,NA
3360,通过,NA
3361,通过,NA
3362,通过,NA
3363,通过,NA
3364,通过,NA
3365,通过,NA
3366,拒绝,存在政治敏感不合规
3367,通过,NA
3368,拒绝,疑似存在政治敏感不合规
3369,拒绝,存在政治敏感不合规
3370,通过,NA
3371,通过,NA
3372,通过,NA
3373,通过,NA
3374,通过,NA
3375,通过,NA
3376,通过,NA
3377,通过,NA
3378,通过,NA
3379,通过,NA
3380,通过,NA
3381,通过,NA
3382,通过,NA
3383,通过,NA
3384,通过,NA
3385,通过,NA
3386,拒绝,存在文本色情不合规
3387,通过,NA
3388,通过,NA
3389,通过,NA
3390,通过,NA
3391,通过,NA
3392,通过,NA
3393,通过,NA
3394,通过,NA
3395,通过,NA
3396,拒绝,疑似存在政治敏感不合规
3397,通过,NA
3398,通过,NA
3399,拒绝,疑似存在政治敏感不合规
3400,拒绝,疑似存在政治敏感不合规
3401,通过,NA
3402,拒绝,疑似存在政治敏感不合规
3403,通过,NA
3404,通过,NA
3405,通过,NA
3406,通过,NA
3407,通过,NA
3408,通过,NA
3409,通过,NA
3410,通过,NA
3411,拒绝,存在文本色情不合规
3412,通过,NA
3413,拒绝,存在政治敏感不合规
3414,通过,NA
3415,通过,NA
3416,通过,NA
3417,通过,NA
3418,通过,NA
3419,通过,NA
3420,拒绝,存在政治敏感不合规
3421,通过,NA
3422,拒绝,存在政治敏感不合规
3423,通过,NA
3424,通过,NA
3425,通过,NA
3426,通过,NA
3427,拒绝,疑似存在政治敏感不合规
3428,拒绝,存在政治敏感不合规
3429,拒绝,存在政治敏感不合规
3430,通过,NA
3431,拒绝,存在政治敏感不合规
3432,通过,NA
3433,通过,NA
3434,通过,NA
3435,通过,NA
3436,通过,NA
3437,通过,NA
3438,通过,NA
3439,通过,NA
3440,通过,NA
3441,通过,NA
3442,拒绝,存在政治敏感不合规
3443,通过,NA
3444,通过,NA
3445,拒绝,存在政治敏感不合规
3446,通过,NA
3447,通过,NA
3448,拒绝,存在政治敏感不合规
3449,通过,NA
3450,通过,NA
3451,通过,NA
3452,拒绝,疑似存在政治敏感不合规
3453,通过,NA
3454,通过,NA
3455,通过,NA
3456,通过,NA
3457,通过,NA
3458,通过,NA
3459,拒绝,疑似存在政治敏感不合规
3460,拒绝,存在政治敏感不合规
3461,拒绝,存在恶意推广不合规
3462,通过,NA
3463,通过,NA
3464,通过,NA
3465,通过,NA
3466,拒绝,存在政治敏感不合规
3467,通过,NA
3468,通过,NA
3469,通过,NA
3470,通过,NA
3471,通过,NA
3472,通过,NA
3473,拒绝,疑似存在政治敏感不合规
3474,通过,NA
3475,通过,NA
3476,通过,NA
3477,通过,NA
3478,通过,NA
3479,通过,NA
3480,通过,NA
3481,通过,NA
3482,通过,NA
3483,通过,NA
3484,通过,NA
3485,通过,NA
3486,拒绝,疑似存在政治敏感不合规
3487,通过,NA
3488,通过,NA
3489,拒绝,存在政治敏感不合规
3490,通过,NA
3491,通过,NA
3492,通过,NA
3493,通过,NA
3494,拒绝,疑似存在政治敏感不合规
3495,通过,NA
3496,拒绝,存在政治敏感不合规
3497,通过,NA
3498,通过,NA
3499,拒绝,存在政治敏感不合规
3500,拒绝,存在政治敏感不合规
3501,通过,NA
3502,通过,NA
3503,通过,NA
3504,通过,NA
3505,通过,NA
3506,拒绝,存在政治敏感不合规
3507,通过,NA
3508,拒绝,疑似存在政治敏感不合规
3509,通过,NA
3510,通过,NA
3511,通过,NA
3512,通过,NA
3513,拒绝,疑似存在政治敏感不合规
3514,通过,NA
3515,通过,NA
3516,拒绝,存在恶意推广不合规
3517,通过,NA
3518,拒绝,存在政治敏感不合规
3519,通过,NA
3520,通过,NA
3521,通过,NA
3522,拒绝,存在政治敏感不合规
3523,拒绝,存在政治敏感不合规
3524,通过,NA
3525,拒绝,存在恶意推广不合规
3526,通过,NA
3527,拒绝,存在政治敏感不合规
3528,通过,NA
3529,通过,NA
3530,通过,NA
3531,通过,NA
3532,通过,NA
3533,通过,NA
3534,通过,NA
3535,通过,NA
3536,通过,NA
3537,通过,NA
3538,通过,NA
3539,通过,NA
3540,拒绝,存在政治敏感不合规
3541,拒绝,存在政治敏感不合规
3542,通过,NA
3543,通过,NA
3544,通过,NA
3545,通过,NA
3546,通过,NA
3547,通过,NA
3548,通过,NA
3549,通过,NA
3550,通过,NA
3551,通过,NA
3552,通过,NA
3553,通过,NA
3554,通过,NA
3555,通过,NA
3556,通过,NA
3557,通过,NA
3558,拒绝,存在政治敏感不合规
3559,通过,NA
3560,通过,NA
3561,通过,NA
3562,通过,NA
3563,通过,NA
3564,通过,NA
3565,通过,NA
3566,通过,NA
3567,通过,NA
3568,通过,NA
3569,通过,NA
3570,通过,NA
3571,拒绝,疑似存在政治敏感不合规
3572,通过,NA
3573,通过,NA
3574,拒绝,存在政治敏感不合规
3575,拒绝,存在政治敏感不合规
3576,通过,NA
3577,通过,NA
3578,通过,NA
3579,通过,NA
3580,通过,NA
3581,通过,NA
3582,拒绝,存在政治敏感不合规
3583,拒绝,存在政治敏感不合规
3584,通过,NA
3585,拒绝,存在政治敏感不合规
3586,通过,NA
3587,通过,NA
3588,通过,NA
3589,通过,NA
3590,拒绝,存在政治敏感不合规
3591,拒绝,存在暴恐违禁不合规
3592,拒绝,疑似存在政治敏感不合规
3593,通过,NA
3594,通过,NA
3595,通过,NA
3596,通过,NA
3597,拒绝,存在恶意推广不合规
3598,通过,NA
3599,拒绝,存在政治敏感不合规
3600,通过,NA
3601,通过,NA
3602,通过,NA
3603,通过,NA
3604,通过,NA
3605,通过,NA
3606,通过,NA
3607,通过,NA
3608,通过,NA
3609,通过,NA
3610,通过,NA
3611,通过,NA
3612,通过,NA
3613,通过,NA
3614,通过,NA
3615,拒绝,存在政治敏感不合规
3616,通过,NA
3617,拒绝,存在政治敏感不合规
3618,通过,NA
3619,拒绝,疑似存在政治敏感不合规
3620,通过,NA
3621,通过,NA
3622,通过,NA
3623,通过,NA
3624,通过,NA
3625,通过,NA
3626,通过,NA
3627,拒绝,存在政治敏感不合规
3628,通过,NA
3629,通过,NA
3630,通过,NA
3631,通过,NA
3632,通过,NA
3633,通过,NA
3634,通过,NA
3635,通过,NA
3636,通过,NA
3637,拒绝,存在政治敏感不合规
3638,通过,NA
3639,拒绝,疑似存在政治敏感不合规
3640,拒绝,疑似存在政治敏感不合规
3641,通过,NA
3642,通过,NA
3643,通过,NA
3644,通过,NA
3645,通过,NA
3646,拒绝,疑似存在政治敏感不合规
3647,通过,NA
3648,通过,NA
3649,通过,NA
3650,拒绝,存在政治敏感不合规
3651,拒绝,存在政治敏感不合规
3652,通过,NA
3653,通过,NA
3654,通过,NA
3655,拒绝,疑似存在政治敏感不合规
3656,通过,NA
3657,通过,NA
3658,通过,NA
3659,通过,NA
3660,通过,NA
3661,通过,NA
3662,拒绝,存在政治敏感不合规
3663,通过,NA
3664,拒绝,存在政治敏感不合规
3665,通过,NA
3666,拒绝,存在政治敏感不合规
3667,通过,NA
3668,拒绝,存在政治敏感不合规
3669,通过,NA
3670,通过,NA
3671,通过,NA
3672,通过,NA
3673,通过,NA
3674,通过,NA
3675,通过,NA
3676,拒绝,存在政治敏感不合规
3677,通过,NA
3678,通过,NA
3679,通过,NA
3680,拒绝,存在政治敏感不合规
3681,通过,NA
3682,拒绝,存在恶意推广不合规
3683,拒绝,存在政治敏感不合规
3684,通过,NA
3685,拒绝,存在政治敏感不合规
3686,通过,NA
3687,通过,NA
3688,拒绝,存在文本色情不合规
3689,拒绝,存在暴恐违禁不合规
3690,通过,NA
3691,通过,NA
3692,通过,NA
3693,通过,NA
3694,通过,NA
3695,通过,NA
3696,通过,NA
3697,通过,NA
3698,通过,NA
3699,通过,NA
3700,通过,NA
3701,通过,NA
3702,通过,NA
3703,通过,NA
3704,通过,NA
3705,拒绝,存在政治敏感不合规
3706,通过,NA
3707,通过,NA
3708,拒绝,疑似存在政治敏感不合规
3709,通过,NA
3710,通过,NA
3711,通过,NA
3712,通过,NA
3713,通过,NA
3714,通过,NA
3715,通过,NA
3716,通过,NA
3717,通过,NA
3718,通过,NA
3719,通过,NA
3720,拒绝,存在百度官方默认违禁词库不合规
3721,通过,NA
3722,通过,NA
3723,通过,NA
3724,通过,NA
3725,通过,NA
3726,通过,NA
3727,拒绝,存在政治敏感不合规
3728,通过,NA
3729,通过,NA
3730,通过,NA
3731,通过,NA
3732,通过,NA
3733,拒绝,存在政治敏感不合规
3734,拒绝,存在政治敏感不合规
3735,通过,NA
3736,通过,NA
3737,拒绝,存在政治敏感不合规
3738,通过,NA
3739,通过,NA
3740,拒绝,存在政治敏感不合规
3741,通过,NA
3742,通过,NA
3743,通过,NA
3744,拒绝,疑似存在政治敏感不合规
3745,拒绝,存在恶意推广不合规
3746,拒绝,疑似存在政治敏感不合规
3747,通过,NA
3748,通过,NA
3749,通过,NA
3750,通过,NA
3751,通过,NA
3752,通过,NA
3753,通过,NA
3754,通过,NA
3755,通过,NA
3756,通过,NA
3757,通过,NA
3758,通过,NA
3759,通过,NA
3760,通过,NA
3761,通过,NA
3762,通过,NA
3763,通过,NA
3764,通过,NA
3765,通过,NA
3766,通过,NA
3767,拒绝,存在政治敏感不合规
3768,拒绝,存在政治敏感不合规
3769,通过,NA
3770,通过,NA
3771,通过,NA
3772,通过,NA
3773,通过,NA
3774,通过,NA
3775,通过,NA
3776,拒绝,疑似存在政治敏感不合规
3777,拒绝,存在恶意推广不合规
3778,通过,NA
3779,通过,NA
3780,拒绝,存在政治敏感不合规
3781,通过,NA
3782,通过,NA
3783,通过,NA
3784,通过,NA
3785,拒绝,存在政治敏感不合规
3786,通过,NA
3787,通过,NA
3788,通过,NA
3789,通过,NA
3790,通过,NA
3791,通过,NA
3792,拒绝,存在政治敏感不合规
3793,通过,NA
3794,通过,NA
3795,通过,NA
3796,通过,NA
3797,通过,NA
3798,拒绝,存在政治敏感不合规
3799,通过,NA
3800,通过,NA
3801,通过,NA
3802,拒绝,存在暴恐违禁不合规
3803,通过,NA
3804,通过,NA
3805,通过,NA
3806,通过,NA
